date,cases,deaths,tests,vaccinated,positivity_rate,moving_avg_7,year,month,weekday
2021-01-05,10,1,342,0,2.923976608187134,11.428571428571429,2021,1,Tue
2021-01-06,14,1,440,0,3.1818181818181817,11.714285714285714,2021,1,Wed
2021-01-07,10,0,329,0,3.0395136778115504,11.571428571428571,2021,1,Thu
2021-01-08,14,0,249,0,5.622489959839357,11.428571428571429,2021,1,Fri
2021-01-09,12,0,372,0,3.225806451612903,11.857142857142858,2021,1,Sat
2021-01-10,8,0,365,0,2.191780821917808,11.285714285714286,2021,1,Sun
2021-01-11,5,0,214,0,2.336448598130841,10.428571428571429,2021,1,Mon
2021-01-12,12,0,567,0,2.1164021164021163,10.714285714285714,2021,1,Tue
2021-01-13,11,0,446,0,2.4663677130044843,10.285714285714286,2021,1,Wed
2021-01-14,13,0,570,0,2.280701754385965,10.714285714285714,2021,1,Thu
2021-01-15,6,0,229,0,2.6200873362445414,9.571428571428571,2021,1,Fri
2021-01-16,11,0,441,0,2.494331065759637,9.428571428571429,2021,1,Sat
2021-01-17,10,0,470,0,2.127659574468085,9.714285714285714,2021,1,Sun
2021-01-18,11,0,400,0,2.75,10.571428571428571,2021,1,Mon
2021-01-19,13,0,500,49904,2.6,10.714285714285714,2021,1,Tue
2021-01-20,12,0,402,100009,2.9850746268656714,10.857142857142858,2021,1,Wed
2021-01-21,7,0,315,150004,2.2222222222222223,10,2021,1,Thu
2021-01-22,8,1,322,199902,2.484472049689441,10.285714285714286,2021,1,Fri
2021-01-23,8,0,235,249668,3.404255319148936,9.857142857142858,2021,1,Sat
2021-01-24,7,0,264,299543,2.6515151515151514,9.428571428571429,2021,1,Sun
2021-01-25,6,0,160,349314,3.75,8.714285714285714,2021,1,Mon
2021-01-26,9,0,275,399620,3.272727272727273,8.142857142857142,2021,1,Tue
2021-01-27,11,0,524,450056,2.099236641221374,8,2021,1,Wed
2021-01-28,12,0,475,500021,2.526315789473684,8.714285714285714,2021,1,Thu
2021-01-29,10,0,343,549870,2.9154518950437316,9,2021,1,Fri
2021-01-30,14,0,316,600110,4.430379746835443,9.857142857142858,2021,1,Sat
2021-01-31,10,0,330,650085,3.0303030303030303,10.285714285714286,2021,1,Sun
2021-02-01,15,0,423,700050,3.546099290780142,11.571428571428571,2021,2,Mon
2021-02-02,10,0,455,750029,2.197802197802198,11.714285714285714,2021,2,Tue
2021-02-03,12,0,488,800133,2.459016393442623,11.857142857142858,2021,2,Wed
2021-02-04,18,1,534,850104,3.3707865168539324,12.714285714285714,2021,2,Thu
2021-02-05,3,0,111,900502,2.7027027027027026,11.714285714285714,2021,2,Fri
2021-02-06,9,0,352,950347,2.556818181818182,11,2021,2,Sat
2021-02-07,16,0,443,1000712,3.611738148984198,11.857142857142858,2021,2,Sun
2021-02-08,13,0,331,1050721,3.927492447129909,11.571428571428571,2021,2,Mon
2021-02-09,14,0,547,1100890,2.5594149908592323,12.142857142857142,2021,2,Tue
2021-02-10,10,1,451,1150733,2.2172949002217295,11.857142857142858,2021,2,Wed
2021-02-11,6,0,183,1200424,3.278688524590164,10.142857142857142,2021,2,Thu
2021-02-12,13,0,559,1250911,2.3255813953488373,11.571428571428571,2021,2,Fri
2021-02-13,15,0,565,1301162,2.6548672566371683,12.428571428571429,2021,2,Sat
2021-02-14,7,0,167,1350853,4.191616766467066,11.142857142857142,2021,2,Sun
2021-02-15,14,0,372,1400821,3.763440860215054,11.285714285714286,2021,2,Mon
2021-02-16,9,0,238,1450703,3.7815126050420167,10.571428571428571,2021,2,Tue
2021-02-17,10,0,296,1500858,3.3783783783783785,10.571428571428571,2021,2,Wed
2021-02-18,7,0,151,1550637,4.635761589403973,10.714285714285714,2021,2,Thu
2021-02-19,7,0,178,1600368,3.932584269662921,9.857142857142858,2021,2,Fri
2021-02-20,11,0,318,1650149,3.459119496855346,9.285714285714286,2021,2,Sat
2021-02-21,9,0,279,1699751,3.225806451612903,9.571428571428571,2021,2,Sun
2021-02-22,11,0,561,1749523,1.9607843137254901,9.142857142857142,2021,2,Mon
2021-02-23,12,0,500,1799805,2.4,9.571428571428571,2021,2,Tue
2021-02-24,7,0,312,1850454,2.2435897435897436,9.142857142857142,2021,2,Wed
2021-02-25,15,0,753,1900561,1.9920318725099602,10.285714285714286,2021,2,Thu
2021-02-26,13,0,518,1950702,2.5096525096525095,11.142857142857142,2021,2,Fri
2021-02-27,10,0,406,2000992,2.4630541871921183,11,2021,2,Sat
2021-02-28,13,1,617,2050648,2.106969205834684,11.571428571428571,2021,2,Sun
2021-03-01,12,0,435,2100563,2.7586206896551726,11.714285714285714,2021,3,Mon
2021-03-02,14,0,543,2150562,2.578268876611418,12,2021,3,Tue
2021-03-03,6,0,166,2200346,3.614457831325301,11.857142857142858,2021,3,Wed
2021-03-04,10,0,238,2250296,4.201680672268908,11.142857142857142,2021,3,Thu
2021-03-05,9,0,390,2300660,2.307692307692308,10.571428571428571,2021,3,Fri
2021-03-06,7,0,239,2350662,2.928870292887029,10.142857142857142,2021,3,Sat
2021-03-07,11,0,460,2400570,2.391304347826087,9.857142857142858,2021,3,Sun
2021-03-08,7,0,315,2450717,2.2222222222222223,9.142857142857142,2021,3,Mon
2021-03-09,17,0,701,2500584,2.4251069900142657,9.571428571428571,2021,3,Tue
2021-03-10,9,0,294,2550498,3.061224489795918,10,2021,3,Wed
2021-03-11,10,0,384,2600663,2.604166666666667,10,2021,3,Thu
2021-03-12,11,0,272,2650607,4.044117647058823,10.285714285714286,2021,3,Fri
2021-03-13,11,0,326,2701235,3.374233128834356,10.857142857142858,2021,3,Sat
2021-03-14,9,0,229,2751245,3.9301310043668125,10.571428571428571,2021,3,Sun
2021-03-15,15,0,644,2801410,2.329192546583851,11.714285714285714,2021,3,Mon
2021-03-16,8,0,164,2851282,4.878048780487805,10.428571428571429,2021,3,Tue
2021-03-17,6,0,143,2901620,4.195804195804196,10,2021,3,Wed
2021-03-18,10,0,228,2951588,4.385964912280701,10,2021,3,Thu
2021-03-19,8,0,202,3001663,3.9603960396039604,9.571428571428571,2021,3,Fri
2021-03-20,5,0,193,3052051,2.5906735751295336,8.714285714285714,2021,3,Sat
2021-03-21,10,0,407,3102214,2.457002457002457,8.857142857142858,2021,3,Sun
2021-03-22,9,0,252,3152294,3.571428571428571,8,2021,3,Mon
2021-03-23,7,0,189,3202129,3.7037037037037033,7.857142857142857,2021,3,Tue
2021-03-24,10,0,494,3251936,2.0242914979757085,8.428571428571429,2021,3,Wed
2021-03-25,11,0,470,3302130,2.3404255319148937,8.571428571428571,2021,3,Thu
2021-03-26,6,0,234,3352584,2.564102564102564,8.285714285714286,2021,3,Fri
2021-03-27,9,0,351,3402548,2.564102564102564,8.857142857142858,2021,3,Sat
2021-03-28,12,1,575,3452712,2.086956521739131,9.142857142857142,2021,3,Sun
2021-03-29,6,0,262,3502818,2.2900763358778624,8.714285714285714,2021,3,Mon
2021-03-30,10,0,356,3553193,2.8089887640449436,9.142857142857142,2021,3,Tue
2021-03-31,7,0,260,3602808,2.6923076923076925,8.714285714285714,2021,3,Wed
2021-04-01,12,0,339,3652904,3.5398230088495577,8.857142857142858,2021,4,Thu
2021-04-02,7,0,280,3702795,2.5,9,2021,4,Fri
2021-04-03,11,1,304,3752418,3.618421052631579,9.285714285714286,2021,4,Sat
2021-04-04,10,1,404,3802556,2.4752475247524752,9,2021,4,Sun
2021-04-05,4,0,176,3852749,2.272727272727273,8.714285714285714,2021,4,Mon
2021-04-06,14,0,635,3902445,2.204724409448819,9.285714285714286,2021,4,Tue
2021-04-07,4,0,197,3952157,2.030456852791878,8.857142857142858,2021,4,Wed
2021-04-08,8,0,374,4001860,2.13903743315508,8.285714285714286,2021,4,Thu
2021-04-09,10,0,254,4051911,3.937007874015748,8.714285714285714,2021,4,Fri
2021-04-10,6,0,194,4101702,3.0927835051546393,8,2021,4,Sat
2021-04-11,5,0,210,4151775,2.380952380952381,7.285714285714286,2021,4,Sun
2021-04-12,5,0,127,4201827,3.937007874015748,7.428571428571429,2021,4,Mon
2021-04-13,7,0,324,4252028,2.1604938271604937,6.428571428571429,2021,4,Tue
2021-04-14,9,0,462,4301590,1.948051948051948,7.142857142857143,2021,4,Wed
2021-04-15,14,0,633,4351564,2.211690363349131,8,2021,4,Thu
2021-04-16,12,0,606,4401426,1.9801980198019802,8.285714285714286,2021,4,Fri
2021-04-17,5,0,118,4451262,4.23728813559322,8.142857142857142,2021,4,Sat
2021-04-18,8,0,192,4501072,4.166666666666666,8.571428571428571,2021,4,Sun
2021-04-19,9,0,199,4551096,4.522613065326634,9.142857142857142,2021,4,Mon
2021-04-20,15,0,686,4600940,2.186588921282799,10.285714285714286,2021,4,Tue
2021-04-21,13,0,464,4650412,2.8017241379310347,10.857142857142858,2021,4,Wed
2021-04-22,11,1,568,4700678,1.936619718309859,10.428571428571429,2021,4,Thu
2021-04-23,11,1,405,4750756,2.7160493827160495,10.285714285714286,2021,4,Fri
2021-04-24,10,0,287,4800751,3.484320557491289,11,2021,4,Sat
2021-04-25,6,0,135,4850559,4.444444444444445,10.714285714285714,2021,4,Sun
2021-04-26,8,0,296,4900459,2.7027027027027026,10.571428571428571,2021,4,Mon
2021-04-27,8,0,258,4950385,3.10077519379845,9.571428571428571,2021,4,Tue
2021-04-28,7,0,303,4999987,2.31023102310231,8.714285714285714,2021,4,Wed
2021-04-29,2,0,82,5049878,2.4390243902439024,7.428571428571429,2021,4,Thu
2021-04-30,9,0,213,5099697,4.225352112676056,7.142857142857143,2021,4,Fri
2021-05-01,9,0,376,5149712,2.393617021276596,7,2021,5,Sat
2021-05-02,10,0,365,5200076,2.73972602739726,7.571428571428571,2021,5,Sun
2021-05-03,5,0,231,5250012,2.1645021645021645,7.142857142857143,2021,5,Mon
2021-05-04,17,0,337,5300366,5.044510385756676,8.428571428571429,2021,5,Tue
2021-05-05,10,0,381,5350457,2.6246719160104988,8.857142857142858,2021,5,Wed
2021-05-06,10,0,438,5400273,2.28310502283105,10,2021,5,Thu
2021-05-07,12,0,526,5450296,2.2813688212927756,10.428571428571429,2021,5,Fri
2021-05-08,6,0,187,5500112,3.2085561497326207,10,2021,5,Sat
2021-05-09,12,0,499,5550574,2.404809619238477,10.285714285714286,2021,5,Sun
2021-05-10,14,0,652,5600531,2.147239263803681,11.571428571428571,2021,5,Mon
2021-05-11,11,0,393,5650484,2.7989821882951653,10.714285714285714,2021,5,Tue
2021-05-12,6,0,187,5700169,3.2085561497326207,10.142857142857142,2021,5,Wed
2021-05-13,8,0,269,5750154,2.973977695167286,9.857142857142858,2021,5,Thu
2021-05-14,10,0,320,5800288,3.125,9.571428571428571,2021,5,Fri
2021-05-15,12,1,299,5850481,4.013377926421405,10.428571428571429,2021,5,Sat
2021-05-16,11,1,531,5900458,2.0715630885122414,10.285714285714286,2021,5,Sun
2021-05-17,7,0,249,5950303,2.8112449799196786,9.285714285714286,2021,5,Mon
2021-05-18,10,0,404,6000222,2.4752475247524752,9.142857142857142,2021,5,Tue
2021-05-19,10,0,463,6050298,2.159827213822894,9.714285714285714,2021,5,Wed
2021-05-20,13,0,298,6100319,4.3624161073825505,10.428571428571429,2021,5,Thu
2021-05-21,13,0,596,6150324,2.1812080536912752,10.857142857142858,2021,5,Fri
2021-05-22,12,1,337,6200349,3.5608308605341246,10.857142857142858,2021,5,Sat
2021-05-23,13,0,530,6250111,2.4528301886792456,11.142857142857142,2021,5,Sun
2021-05-24,9,0,266,6299925,3.3834586466165413,11.428571428571429,2021,5,Mon
2021-05-25,7,1,138,6349790,5.072463768115942,11,2021,5,Tue
2021-05-26,10,0,348,6399959,2.8735632183908044,11,2021,5,Wed
2021-05-27,9,0,297,6449995,3.0303030303030303,10.428571428571429,2021,5,Thu
2021-05-28,14,0,404,6499841,3.4653465346534658,10.571428571428571,2021,5,Fri
2021-05-29,8,0,192,6549726,4.166666666666666,10,2021,5,Sat
2021-05-30,9,0,204,6600240,4.411764705882353,9.428571428571429,2021,5,Sun
2021-05-31,14,0,596,6650162,2.348993288590604,10.142857142857142,2021,5,Mon
2021-06-01,10,0,327,6700357,3.058103975535168,10.571428571428571,2021,6,Tue
2021-06-02,14,0,372,6750267,3.763440860215054,11.142857142857142,2021,6,Wed
2021-06-03,12,0,501,6800172,2.3952095808383236,11.571428571428571,2021,6,Thu
2021-06-04,16,0,513,6850028,3.1189083820662766,11.857142857142858,2021,6,Fri
2021-06-05,6,0,245,6900212,2.4489795918367347,11.571428571428571,2021,6,Sat
2021-06-06,5,0,247,6950392,2.0242914979757085,11,2021,6,Sun
2021-06-07,8,0,205,7000396,3.902439024390244,10.142857142857142,2021,6,Mon
2021-06-08,8,0,276,7050456,2.898550724637681,9.857142857142858,2021,6,Tue
2021-06-09,3,0,109,7100109,2.7522935779816518,8.285714285714286,2021,6,Wed
2021-06-10,8,0,278,7149896,2.877697841726619,7.714285714285714,2021,6,Thu
2021-06-11,11,0,328,7199624,3.353658536585366,7,2021,6,Fri
2021-06-12,8,0,316,7249826,2.5316455696202533,7.285714285714286,2021,6,Sat
2021-06-13,9,0,353,7299354,2.5495750708215295,7.857142857142857,2021,6,Sun
2021-06-14,8,0,386,7349448,2.072538860103627,7.857142857142857,2021,6,Mon
2021-06-15,11,0,415,7399482,2.6506024096385543,8.285714285714286,2021,6,Tue
2021-06-16,14,0,498,7449564,2.8112449799196786,9.857142857142858,2021,6,Wed
2021-06-17,7,0,278,7500106,2.5179856115107913,9.714285714285714,2021,6,Thu
2021-06-18,10,0,420,7549333,2.380952380952381,9.571428571428571,2021,6,Fri
2021-06-19,11,0,355,7599447,3.0985915492957745,10,2021,6,Sat
2021-06-20,13,0,385,7649572,3.3766233766233764,10.571428571428571,2021,6,Sun
2021-06-21,11,1,360,7699619,3.0555555555555554,11,2021,6,Mon
2021-06-22,10,0,292,7749657,3.4246575342465753,10.857142857142858,2021,6,Tue
2021-06-23,12,1,506,7799723,2.371541501976284,10.571428571428571,2021,6,Wed
2021-06-24,10,0,377,7849744,2.6525198938992043,11,2021,6,Thu
2021-06-25,6,0,292,7899690,2.054794520547945,10.428571428571429,2021,6,Fri
2021-06-26,11,0,401,7949661,2.7431421446384037,10.428571428571429,2021,6,Sat
2021-06-27,14,0,349,7999400,4.011461318051576,10.571428571428571,2021,6,Sun
2021-06-28,10,0,375,8049164,2.666666666666667,10.428571428571429,2021,6,Mon
2021-06-29,7,0,146,8099327,4.794520547945205,10,2021,6,Tue
2021-06-30,3,0,76,8149617,3.9473684210526314,8.714285714285714,2021,6,Wed
2021-07-01,9,1,367,8199447,2.452316076294278,8.571428571428571,2021,7,Thu
2021-07-02,8,0,223,8249479,3.587443946188341,8.857142857142858,2021,7,Fri
2021-07-03,8,0,381,8299902,2.099737532808399,8.428571428571429,2021,7,Sat
2021-07-04,13,1,591,8349734,2.199661590524535,8.285714285714286,2021,7,Sun
2021-07-05,12,0,435,8399729,2.7586206896551726,8.571428571428571,2021,7,Mon
2021-07-06,9,0,250,8450077,3.5999999999999996,8.857142857142858,2021,7,Tue
2021-07-07,13,0,494,8500214,2.631578947368421,10.285714285714286,2021,7,Wed
2021-07-08,13,0,349,8550346,3.7249283667621778,10.857142857142858,2021,7,Thu
2021-07-09,14,0,319,8600237,4.38871473354232,11.714285714285714,2021,7,Fri
2021-07-10,10,0,434,8650372,2.3041474654377883,12,2021,7,Sat
2021-07-11,19,0,520,8700524,3.653846153846154,12.857142857142858,2021,7,Sun
2021-07-12,6,0,283,8750113,2.1201413427561837,12,2021,7,Mon
2021-07-13,4,0,79,8800282,5.063291139240507,11.285714285714286,2021,7,Tue
2021-07-14,11,0,447,8850265,2.460850111856823,11,2021,7,Wed
2021-07-15,6,0,236,8900084,2.5423728813559325,10,2021,7,Thu
2021-07-16,7,0,321,8950195,2.1806853582554515,9,2021,7,Fri
2021-07-17,10,0,220,9000128,4.545454545454546,9,2021,7,Sat
2021-07-18,8,0,184,9050144,4.3478260869565215,7.428571428571429,2021,7,Sun
2021-07-19,8,0,206,9099822,3.8834951456310676,7.714285714285714,2021,7,Mon
2021-07-20,9,0,190,9149851,4.736842105263158,8.428571428571429,2021,7,Tue
2021-07-21,13,0,459,9199454,2.832244008714597,8.714285714285714,2021,7,Wed
2021-07-22,10,0,233,9249280,4.291845493562231,9.285714285714286,2021,7,Thu
2021-07-23,7,1,174,9299517,4.022988505747127,9.285714285714286,2021,7,Fri
2021-07-24,12,0,272,9349377,4.411764705882353,9.571428571428571,2021,7,Sat
2021-07-25,5,0,165,9399295,3.0303030303030303,9.142857142857142,2021,7,Sun
2021-07-26,8,0,304,9449116,2.631578947368421,9.142857142857142,2021,7,Mon
2021-07-27,10,0,202,9498705,4.9504950495049505,9.285714285714286,2021,7,Tue
2021-07-28,13,0,421,9548739,3.0878859857482186,9.285714285714286,2021,7,Wed
2021-07-29,10,0,280,9599085,3.571428571428571,9.285714285714286,2021,7,Thu
2021-07-30,12,0,426,9649397,2.8169014084507045,10,2021,7,Fri
2021-07-31,15,0,681,9699222,2.2026431718061676,10.428571428571429,2021,7,Sat
2021-08-01,4,0,175,9749099,2.2857142857142856,10.285714285714286,2021,8,Sun
2021-08-02,12,0,622,9799744,1.929260450160772,10.857142857142858,2021,8,Mon
2021-08-03,6,0,201,9849651,2.9850746268656714,10.285714285714286,2021,8,Tue
2021-08-04,9,0,352,9899828,2.556818181818182,9.714285714285714,2021,8,Wed
2021-08-05,13,0,603,9949887,2.155887230514096,10.142857142857142,2021,8,Thu
2021-08-06,17,0,853,9999797,1.992966002344666,10.857142857142858,2021,8,Fri
2021-08-07,7,0,244,10049597,2.8688524590163933,9.714285714285714,2021,8,Sat
2021-08-08,9,0,286,10099753,3.146853146853147,10.428571428571429,2021,8,Sun
2021-08-09,14,0,648,10150114,2.1604938271604937,10.714285714285714,2021,8,Mon
2021-08-10,7,0,313,10200198,2.2364217252396164,10.857142857142858,2021,8,Tue
2021-08-11,11,0,233,10250313,4.721030042918455,11.142857142857142,2021,8,Wed
2021-08-12,13,0,602,10300282,2.1594684385382057,11.142857142857142,2021,8,Thu
2021-08-13,10,0,319,10350414,3.1347962382445136,10.142857142857142,2021,8,Fri
2021-08-14,6,0,142,10400565,4.225352112676056,10,2021,8,Sat
2021-08-15,4,0,141,10450538,2.8368794326241136,9.285714285714286,2021,8,Sun
2021-08-16,14,0,409,10500357,3.4229828850855744,9.285714285714286,2021,8,Mon
2021-08-17,15,0,539,10550199,2.782931354359926,10.428571428571429,2021,8,Tue
2021-08-18,5,0,198,10600154,2.525252525252525,9.571428571428571,2021,8,Wed
2021-08-19,9,0,199,10650029,4.522613065326634,9,2021,8,Thu
2021-08-20,9,0,329,10700148,2.735562310030395,8.857142857142858,2021,8,Fri
2021-08-21,13,0,619,10750036,2.10016155088853,9.857142857142858,2021,8,Sat
2021-08-22,9,0,295,10799905,3.050847457627119,10.571428571428571,2021,8,Sun
2021-08-23,11,0,375,10850025,2.933333333333333,10.142857142857142,2021,8,Mon
2021-08-24,7,0,365,10899960,1.9178082191780823,9,2021,8,Tue
2021-08-25,12,0,359,10950065,3.3426183844011144,10,2021,8,Wed
2021-08-26,15,1,596,10999963,2.5167785234899327,10.857142857142858,2021,8,Thu
2021-08-27,16,0,658,11049733,2.43161094224924,11.857142857142858,2021,8,Fri
2021-08-28,13,0,355,11099579,3.6619718309859155,11.857142857142858,2021,8,Sat
2021-08-29,7,1,238,11149964,2.941176470588235,11.571428571428571,2021,8,Sun
2021-08-30,15,1,722,11200133,2.0775623268698062,12.142857142857142,2021,8,Mon
2021-08-31,10,0,280,11250028,3.571428571428571,12.571428571428571,2021,8,Tue
2021-09-01,12,0,482,11300159,2.4896265560165975,12.571428571428571,2021,9,Wed
2021-09-02,13,0,594,11349696,2.1885521885521886,12.285714285714286,2021,9,Thu
2021-09-03,11,0,403,11399417,2.729528535980149,11.571428571428571,2021,9,Fri
2021-09-04,9,0,306,11449082,2.941176470588235,11,2021,9,Sat
2021-09-05,9,0,409,11498759,2.2004889975550124,11.285714285714286,2021,9,Sun
2021-09-06,12,0,450,11548787,2.666666666666667,10.857142857142858,2021,9,Mon
2021-09-07,8,0,371,11598790,2.15633423180593,10.571428571428571,2021,9,Tue
2021-09-08,8,0,347,11648783,2.3054755043227666,10,2021,9,Wed
2021-09-09,9,0,384,11698894,2.34375,9.428571428571429,2021,9,Thu
2021-09-10,4,0,136,11748706,2.941176470588235,8.428571428571429,2021,9,Fri
2021-09-11,6,0,220,11798654,2.727272727272727,8,2021,9,Sat
2021-09-12,8,0,395,11849001,2.0253164556962027,7.857142857142857,2021,9,Sun
2021-09-13,7,0,168,11899337,4.166666666666666,7.142857142857143,2021,9,Mon
2021-09-14,14,1,393,11949199,3.5623409669211195,8,2021,9,Tue
2021-09-15,11,0,363,11999484,3.0303030303030303,8.428571428571429,2021,9,Wed
2021-09-16,11,0,293,12049490,3.754266211604096,8.714285714285714,2021,9,Thu
2021-09-17,7,0,272,12099323,2.5735294117647056,9.142857142857142,2021,9,Fri
2021-09-18,7,0,177,12149508,3.954802259887006,9.285714285714286,2021,9,Sat
2021-09-19,5,0,170,12199796,2.941176470588235,8.857142857142858,2021,9,Sun
2021-09-20,8,0,207,12249921,3.864734299516908,9,2021,9,Mon
2021-09-21,13,0,458,12299998,2.8384279475982535,8.857142857142858,2021,9,Tue
2021-09-22,8,0,348,12350147,2.2988505747126435,8.428571428571429,2021,9,Wed
2021-09-23,14,0,614,12400165,2.2801302931596092,8.857142857142858,2021,9,Thu
2021-09-24,10,0,296,12450083,3.3783783783783785,9.285714285714286,2021,9,Fri
2021-09-25,9,0,341,12500276,2.6392961876832843,9.571428571428571,2021,9,Sat
2021-09-26,8,0,353,12550321,2.26628895184136,10,2021,9,Sun
2021-09-27,7,1,156,12600306,4.487179487179487,9.857142857142858,2021,9,Mon
2021-09-28,15,2,402,12650489,3.731343283582089,10.142857142857142,2021,9,Tue
2021-09-29,7,0,136,12700280,5.147058823529411,10,2021,9,Wed
2021-09-30,11,0,289,12750280,3.8062283737024223,9.571428571428571,2021,9,Thu
2021-10-01,10,0,307,12799885,3.257328990228013,9.571428571428571,2021,10,Fri
2021-10-02,5,0,177,12850048,2.824858757062147,9,2021,10,Sat
2021-10-03,7,0,290,12900230,2.413793103448276,8.857142857142858,2021,10,Sun
2021-10-04,8,0,167,12950333,4.790419161676647,9,2021,10,Mon
2021-10-05,5,0,251,13000505,1.9920318725099602,7.571428571428571,2021,10,Tue
2021-10-06,7,2,319,13050335,2.19435736677116,7.571428571428571,2021,10,Wed
2021-10-07,9,0,302,13100130,2.980132450331126,7.285714285714286,2021,10,Thu
2021-10-08,11,0,400,13149892,2.75,7.428571428571429,2021,10,Fri
2021-10-09,9,0,290,13199946,3.103448275862069,8,2021,10,Sat
2021-10-10,10,2,349,13249760,2.865329512893983,8.428571428571429,2021,10,Sun
2021-10-11,6,0,194,13299777,3.0927835051546393,8.142857142857142,2021,10,Mon
2021-10-12,12,1,357,13350349,3.361344537815126,9.142857142857142,2021,10,Tue
2021-10-13,11,0,237,13400071,4.641350210970464,9.714285714285714,2021,10,Wed
2021-10-14,6,0,280,13450444,2.142857142857143,9.285714285714286,2021,10,Thu
2021-10-15,5,0,208,13500428,2.403846153846154,8.428571428571429,2021,10,Fri
2021-10-16,9,0,391,13550302,2.3017902813299234,8.428571428571429,2021,10,Sat
2021-10-17,14,1,501,13600504,2.7944111776447107,9,2021,10,Sun
2021-10-18,12,0,444,13650729,2.7027027027027026,9.857142857142858,2021,10,Mon
2021-10-19,14,0,560,13700450,2.5,10.142857142857142,2021,10,Tue
2021-10-20,8,0,362,13750407,2.209944751381215,9.714285714285714,2021,10,Wed
2021-10-21,10,1,291,13800851,3.436426116838488,10.285714285714286,2021,10,Thu
2021-10-22,14,0,412,13851074,3.3980582524271843,11.571428571428571,2021,10,Fri
2021-10-23,5,0,170,13901418,2.941176470588235,11,2021,10,Sat
2021-10-24,15,0,720,13951783,2.083333333333333,11.142857142857142,2021,10,Sun
2021-10-25,9,0,283,14001799,3.180212014134275,10.714285714285714,2021,10,Mon
2021-10-26,8,0,160,14052121,5,9.857142857142858,2021,10,Tue
2021-10-27,9,0,443,14102334,2.0316027088036117,10,2021,10,Wed
2021-10-28,2,1,42,14152557,4.761904761904762,8.857142857142858,2021,10,Thu
2021-10-29,12,0,375,14202432,3.2,8.571428571428571,2021,10,Fri
2021-10-30,12,0,389,14252592,3.0848329048843186,9.571428571428571,2021,10,Sat
2021-10-31,10,0,463,14302485,2.159827213822894,8.857142857142858,2021,10,Sun
2021-11-01,11,0,504,14352569,2.1825396825396823,9.142857142857142,2021,11,Mon
2021-11-02,16,0,723,14402541,2.2130013831258646,10.285714285714286,2021,11,Tue
2021-11-03,4,0,85,14452816,4.705882352941177,9.571428571428571,2021,11,Wed
2021-11-04,7,0,346,14502734,2.023121387283237,10.285714285714286,2021,11,Thu
2021-11-05,8,0,307,14552596,2.6058631921824107,9.714285714285714,2021,11,Fri
2021-11-06,6,0,252,14602541,2.380952380952381,8.857142857142858,2021,11,Sat
2021-11-07,14,1,452,14652482,3.0973451327433628,9.428571428571429,2021,11,Sun
2021-11-08,8,0,343,14701976,2.3323615160349855,9,2021,11,Mon
2021-11-09,8,0,318,14751910,2.515723270440252,7.857142857142857,2021,11,Tue
2021-11-10,13,0,404,14801894,3.217821782178218,9.142857142857142,2021,11,Wed
2021-11-11,11,0,558,14851966,1.971326164874552,9.714285714285714,2021,11,Thu
2021-11-12,13,0,279,14902201,4.659498207885305,10.428571428571429,2021,11,Fri
2021-11-13,6,0,234,14952173,2.564102564102564,10.428571428571429,2021,11,Sat
2021-11-14,6,0,211,15002720,2.843601895734597,9.285714285714286,2021,11,Sun
2021-11-15,7,0,265,15052445,2.6415094339622645,9.142857142857142,2021,11,Mon
2021-11-16,14,0,340,15102625,4.117647058823529,10,2021,11,Tue
2021-11-17,12,0,315,15152579,3.8095238095238098,9.857142857142858,2021,11,Wed
2021-11-18,13,0,273,15202137,4.761904761904762,10.142857142857142,2021,11,Thu
2021-11-19,12,1,455,15251874,2.6373626373626373,10,2021,11,Fri
2021-11-20,7,0,275,15302085,2.5454545454545454,10.142857142857142,2021,11,Sat
2021-11-21,9,0,407,15352256,2.211302211302211,10.571428571428571,2021,11,Sun
2021-11-22,7,0,148,15402338,4.72972972972973,10.571428571428571,2021,11,Mon
2021-11-23,14,1,522,15452065,2.681992337164751,10.571428571428571,2021,11,Tue
2021-11-24,12,0,528,15502203,2.272727272727273,10.571428571428571,2021,11,Wed
2021-11-25,3,0,121,15552028,2.479338842975207,9.142857142857142,2021,11,Thu
2021-11-26,4,0,198,15601759,2.0202020202020203,8,2021,11,Fri
2021-11-27,12,1,334,15651809,3.592814371257485,8.714285714285714,2021,11,Sat
2021-11-28,12,0,449,15701816,2.6726057906458798,9.142857142857142,2021,11,Sun
2021-11-29,13,0,571,15752015,2.276707530647986,10,2021,11,Mon
2021-11-30,10,0,384,15801723,2.604166666666667,9.428571428571429,2021,11,Tue
2021-12-01,6,0,187,15851814,3.2085561497326207,8.571428571428571,2021,12,Wed
2021-12-02,11,0,301,15902159,3.6544850498338874,9.714285714285714,2021,12,Thu
2021-12-03,12,0,447,15952171,2.684563758389262,10.857142857142858,2021,12,Fri
2021-12-04,10,1,488,16002128,2.0491803278688523,10.571428571428571,2021,12,Sat
2021-12-05,8,0,353,16052320,2.26628895184136,10,2021,12,Sun
2021-12-06,9,0,215,16101965,4.186046511627907,9.428571428571429,2021,12,Mon
2021-12-07,16,0,742,16151871,2.15633423180593,10.285714285714286,2021,12,Tue
2021-12-08,12,0,460,16202142,2.608695652173913,11.142857142857142,2021,12,Wed
2021-12-09,6,0,301,16252111,1.9933554817275747,10.428571428571429,2021,12,Thu
